seed_doi,citing_openalex_id,citing_doi,citing_title,citing_year,citing_authors
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4402739981,https://doi.org/10.1016/j.gfs.2024.100807,Food system adaptation and maintaining trade could mitigate global famine in abrupt sunlight reduction scenarios,2024,M. L. Rivers; Michael Hinge; Kevin Rassool; Simon Blouin; Florian Ulrich Jehn; Juan B. García Martínez; Vasco Amaral Grilo; Victor Jaeck; Ross Tieman; James Mulhall; Talib E. Butt; David Denkenberger
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4400145516,https://doi.org/10.31223/x5mq4r,Food trade disruption after global catastrophes,2024,Florian Ulrich Jehn; Łukasz Gajewski; Johanna Hedlund; Constantin Arnscheidt; Lili Xia; Nico Wunderling; David Denkenberger
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4401252909,https://doi.org/10.1002/cpz1.1110,Nutritional Composition of Post‐Catastrophic Foods,2024,Tara N. Mather; Niroshan Siva; Marjorie Jauregui; Pradip Poudel; Maria Julia de Lima Brossi; Joshua D. Lambert; Francesco Di Gioia; Erin L. Connolly; Charles T. Anderson
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4410451754,https://doi.org/10.1007/s10499-025-01978-x,Seaweed cultivation: a cost-effective strategy for food production in a global catastrophe,2025,Michael Hinge; Vasco Amaral Grilo; Florian Ulrich Jehn; Juan B. García Martínez; Farrah Jasmine Dingal; Michael Y. Roleda; David Denkenberger
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4412995842,https://doi.org/10.1007/s13753-025-00657-y,Resilience Reconsidered: The Need for Modeling Resilience in Food Distribution and Trade Relations in Post Nuclear War Recovery,2025,Christopher Yan-Chak Chan; Giuseppe Dal Prá; Ivy Johnson; Matt Boyd; Ram Eirik Glomseth
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4412549812,https://doi.org/10.5194/esd-16-1053-2025,The state of global catastrophic risk research: a bibliometric review,2025,Florian Ulrich Jehn; John‐Oliver Engler; Constantin W. Arnscheidt; Magdalena Wache; Е. Г. Ильин; Laura Cook; Lalitha Sundaram; Frederic Hanusch; Luke Kemp
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4401276513,https://doi.org/10.31223/x5bx2k,Seaweed Cultivation: A Cost-Effective Strategy for Food Production in a Global Catastrophe,2024,Michael Hinge; Vasco Amaral Grilo; Florian Ulrich Jehn; Juan B. García Martínez; Farrah Jasmine Dingal; Michael Y. Roleda; David Denkenberger
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4378513031,https://doi.org/10.3390/biomass3020011,Yield and Toxin Analysis of Leaf Protein Concentrate from Common North American Coniferous Trees,2023,Maryam Mottaghi; Theresa K. Meyer; Ross Tieman; David Denkenberger; Joshua M. Pearce
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4317402238,https://doi.org/10.20944/preprints202301.0340.v1,Yield and Toxin Analysis of Leaf Protein Concentrate from Common North American Coniferous Trees,2023,Maryam Mottaghi; Theresa K. Meyer; Ross Tieman; David Denkenberger; Joshua M. Pearce
10.1016/j.ijdrr.2022.102798,https://openalex.org/W4396623253,https://doi.org/10.21203/rs.3.rs-4343122/v1,Assessing Global Pandemic Risks from Emerging Infectious Diseases and High Containment Laboratory Leaks: A Country Level Spatial Network SIR Model Analysis,2024,Ross Tieman; Pedro A. Oliboni; Simeon Campos
10.1080/21606544.2022.2138980,https://openalex.org/W4406309120,https://doi.org/10.1016/j.applanim.2025.106519,Smart farming and Artificial Intelligence (AI): how can we ensure that animal welfare is a priority?,2025,Marian Stamp Dawkins
10.1080/21606544.2022.2138980,https://openalex.org/W4395455721,https://doi.org/10.1017/bca.2024.19,Monetizing Animal Welfare Impacts for Benefit–Cost Analysis,2024,Mark Budolfson; Romain Espinosa; Bob Fischer; Nicolas Treich
10.1080/21606544.2022.2138980,https://openalex.org/W4392965496,https://doi.org/10.1111/1467-8489.12560,Beyond anthropocentrism in agricultural and resource economics,2024,Romain Espinosa; Nicolas Treich
10.1080/21606544.2022.2138980,https://openalex.org/W4388242034,https://doi.org/10.1016/j.ecolecon.2023.108025,Animal welfare as a public good,2023,Romain Espinosa; Nicolas Treich
10.1080/21606544.2022.2138980,https://openalex.org/W4405462518,https://doi.org/10.3168/jds.2024-25424,"“The advice? Think bigger”: Community perspectives on dairy farming, including surplus calves – an Australian focus group study",2024,Sarah E. Bolton; Bianca Vandresen; M.A.G. von Keyserlingk
10.1093/ej/uead102,https://openalex.org/W3186769057,https://doi.org/10.1257/pol.20210393,Experimental Evidence on the Effectiveness of Nonexperts for Improving Vaccine Demand,2024,Marcella Alsan; Sarah Eichmeyer
10.1093/ej/uead102,https://openalex.org/W4407185229,https://doi.org/10.1111/1756-2171.12493,The Effects of Advertising Disclosure Regulations on Social Media: Evidence From Instagram,2025,Daniel Ershov; Matthew Mitchell
10.1093/ej/uead102,https://openalex.org/W4409519484,https://doi.org/10.1108/yc-12-2024-2372,Bridging the virtual and real: emotional engagement in virtual influencer endorsements,2025,Haichao Liu; Jia Xu; Kaidong Yu; Jiankun Gong
10.1093/ej/uead102,https://openalex.org/W4404077093,https://doi.org/10.1093/ct/qtae020,Epistemic authority in the digital public sphere. An integrative conceptual framework and research agenda,2024,Anne Bartsch; Christoph Neuberger; Birgit Stark; Veronika Karnowski; Marcus Maurer; Christian Pentzold; Thorsten Quandt; Oliver Quiring; Christian Schemer
10.1093/ej/uead102,https://openalex.org/W4379932748,https://doi.org/10.1257/aeri.20220163,Influence Motives in Social Signaling: Evidence from COVID-19 Vaccinations in Germany,2023,Emilio Esguerra; Leonhard Vollmer; Johannes Wimmer
10.1093/ej/uead102,https://openalex.org/W4409179475,https://doi.org/10.1080/13600818.2025.2487708,Can a legal literacy campaign build citizen trust? A randomized controlled trial in the tribal areas of Pakistan,2025,M. Taha Kasim; Musharraf Cyan; Mark Rider; Bauyrzhan Yedgenov
10.1093/ej/uead102,https://openalex.org/W4409916431,https://doi.org/10.2139/ssrn.5216166,Can Religion and Science Play a Complementary Role in Raising Environmental Awareness?&amp;nbsp;,2025,A.C. Sim; Sarah Gultom; Umair Khalil; Wang-Sheng Lee; Alyas Widita
10.1093/ej/uead102,https://openalex.org/W4400270357,https://doi.org/10.1016/j.socec.2024.102264,Preference for working from home – subjective perceptions of COVID-19 matter more than objective information on occupational exposure to contagion,2024,Piotr Lewandowski; Katarzyna Lipowska; Mateusz Smoter
10.1093/ej/uead102,https://openalex.org/W4402135007,https://doi.org/10.1093/ooec/odae023,Can mass media campaigns increase demand for renewable energy? Experimental evidence from Senegal,2024,Aidan Coville; Víctor Orozco-Olvera; Arndt Reichert
10.1093/ej/uead102,https://openalex.org/W3101870382,https://doi.org/10.2139/ssrn.3678980,Moral Force: Leaders' Actions and Social Distancing,2020,Federico Niccoló Daverio Occhini; María Montoya-Aguirre; L. Guillermo Woo-Mora
10.1093/ej/uead102,https://openalex.org/W4405171213,https://doi.org/10.2139/ssrn.5038789,"""Blue Swift"": Popular Culture Meets Politics &lt;br&gt;",2024,Orestis Troumpounis; Dimitrios Xefteris; Maurizio Zanardi
10.1093/wbro/lkae010,https://openalex.org/W4404064473,https://doi.org/10.1016/s2542-5196(24)00244-4,Removing lead from the global economy,2024,Stephen P. Luby; Jenna E. Forsyth; Zafar Fatmi; Mahbubur Rahman; Jesmin Sultana; Erica L. Plambeck; Nicholas Miller; Eran Bendavid; Peter J. Winch; Howard Hu; Bruce P. Lanphear; Philip J. Landrigan
10.1093/wbro/lkae010,https://openalex.org/W4409734152,https://doi.org/10.1007/s00210-025-04170-3,Reducing lead toxicity with advanced nanotechnology methods,2025,Alireza Ghassemi Toussi; Sadaf Sadat Rafati; Elham Einafshar
10.1093/wbro/lkae010,https://openalex.org/W4413509601,https://doi.org/10.1016/j.gsd.2025.101509,"Preventing lead (Pb) contamination in rural community water systems in LMICs through integrated screening, standards enforcement, and supply chain interventions",2025,Siddhartha Roy; Michael B. Fisher; Solomon Minyila; Zakaria Seidu; Kaida Liang; Aaron Salzberg
10.1093/wbro/lkae010,https://openalex.org/W4409801146,https://doi.org/10.1016/j.envres.2025.121708,"Assessment of Blood Lead Levels in 2-7 Year-Old Children in Poti, Georgia, 2023: A Pilot Study of Environmental Lead Exposure Sources",2025,Milena Bainduri; Helen Crabbe; Tim Marczylo; Debapriya Mondal; Ayoub Saei; Khatuna Akhalaia; Aelita Sargsyan; Irma Khonelidze; Robizon Tsiklauri; Adam Laycock; Tamar Jankhoteli; Ekaterine Ruadze
10.1111/conl.13077,https://openalex.org/W4408244017,https://doi.org/10.1098/rsos.240952,"Exploring media representation of the exotic pet trade, with a focus on welfare: taxonomic, framing and language biases in peer-reviewed publications and newspaper articles",2025,Jon Bielby; Gail E. Austen; Kirsten M. McMillan; Shannen Wafflart
10.1111/conl.13077,https://openalex.org/W4407115975,https://doi.org/10.1016/j.onehlt.2025.100988,Disease outbreak in wildlife changes online sales of management items,2025,Tomohiko Endo; Shinya Uryu; Keita Fukasawa; Jiefeng Kang; Takahiro Kubo
10.1111/conl.13077,https://openalex.org/W4411606177,https://doi.org/10.21203/rs.3.rs-6952931/v1,Investigating the Land Hermit Crab Trade in Physical Pet Shops Across Three Asian Countries: Implications for Conservation Management,2025,Chia‐Hsuan Hsu; Shi‐Sheng Liu; Sin-Tung Choi; Tzu‐Pi Chen; Bao-Min Gan; Wei‐Ting Chen; Takahiro Kubo
10.1111/conl.13077,https://openalex.org/W4411852421,https://doi.org/10.1098/rspb.2025.0471,Weak compliance with Nigeria’s wildlife trade ban imposed to curb mpox spillovers,2025,Charles A. Emogor; Andrew Balmford; Daniel J. Ingram; Omini B. Iferi; Inaoyom Imong; Dominic S. Ogu; Lauren Coad
10.1111/conl.13077,https://openalex.org/W4412419513,https://doi.org/10.1016/j.biocon.2025.111318,Market patterns within Indonesia's songbird trade,2025,Karlina Indraswari; Sicily Fiennes; Phillip Cassey; Ganjar Cahyadi; Richard Noske; Fattreza Ihsan; Connie Susilawati; Chris R. Shepherd; Duan Biggs; Clevo Wilson
10.1111/conl.13077,https://openalex.org/W4412634333,https://doi.org/10.1007/s13280-025-02221-w,Online trade of wild game meat: Implications for public health and conservation,2025,Tomohiko Endo; Kota Mameno; Takahiro Kubo
10.1111/conl.13077,https://openalex.org/W4413618701,https://doi.org/10.1111/conl.13122,The Eel Market Extinction Vortex,2025,Miguel Clavero; Francisco Blanco‐Garrido; Estibaliz Díaz; Virgilio Hermoso
10.1111/conl.13077,https://openalex.org/W4414201837,https://doi.org/10.3897/natureconservation.59.142085,"Difference in sale strategies drive spatial heterogeneity in collection pressure through online auctions: the role of body colour variation in the Japanese freshwater crabs, Geothelphusa dehaani species complex",2025,Taiga Kunishima
10.1111/conl.13077,https://openalex.org/W4414299865,https://doi.org/10.1016/j.jnc.2025.127098,Investigating the land hermit crab trade in physical pet shops across three Asian Countries: Implications for conservation management,2025,Chia‐Hsuan Hsu; Shi‐Sheng Liu; Sin-Tung Choi; Tzu‐Pi Chen; Bao-Min Gan; Wei‐Ting Chen; Takahiro Kubo
10.1257/aer.20221215,https://openalex.org/W4403366022,https://doi.org/10.1016/j.techfore.2024.123821,The impact of artificial intelligence on green technology cycles in China,2024,Tong Fu; Zhaoxuan Qiu; Xiangyang Yang; Zijun Li
10.1257/aer.20221215,https://openalex.org/W4401380139,https://doi.org/10.1016/j.eneco.2024.107822,Unveiling the impact of public data access on collaborative reduction of pollutants and carbon emissions: Evidence from open government data policy,2024,Desheng Wu; Yu Xie
10.1257/aer.20221215,https://openalex.org/W4408140079,https://doi.org/10.1016/j.irfa.2025.104024,The impact of green finance on debt financing costs from the perspective of strategic corporate signaling behavior—Evidence from China,2025,Shuangyan Li; Zehua Chen; Yu Diao; Chen Zeming
10.1257/aer.20221215,https://openalex.org/W4399183058,https://doi.org/10.1016/j.jeem.2024.103016,Centralization of environmental administration and air pollution: Evidence from China,2024,Jidong Chen; Xinzheng Shi; Ming‐ang Zhang; Sihan Zhang
10.1257/aer.20221215,https://openalex.org/W4399497164,https://doi.org/10.1016/j.jclepro.2024.142825,Does public environmental concern cause pollution transfer? Evidence from Chinese firms' off-site investments,2024,Zhiwei Wang; Hui Sun; Chenxin Ding; Xianfeng Zhang
10.1257/aer.20221215,https://openalex.org/W4406291841,https://doi.org/10.1016/j.scs.2025.106144,"Construction of big data comprehensive pilot zones, new quality productive forces and transformation of watershed resource–based cities: Double machine learning approach",2025,Zhou Jian-ping; Guo Jianxin; Weixiang Xu
10.1257/aer.20221215,https://openalex.org/W4406978633,https://doi.org/10.1016/j.econmod.2025.107025,How does Energy Quota Trading Affect the Corporate Pollution Gap? Evidence from China,2025,Zhaoxuan Qiu; Jincheng Li; Bei Liu; Meilin Jin; Jinmin Wang
10.1257/aer.20221215,https://openalex.org/W4407386785,https://doi.org/10.1016/j.eap.2025.02.015,Does Institutional Investors’ Environmental Attention Influence Corporate Environmental Investment?,2025,Qiong Wu; Tingting Xie; Jing Lu
10.1257/aer.20221215,https://openalex.org/W4409182656,https://doi.org/10.1073/pnas.2406761122,Transparency by Chinese cities reduces pollution violations and improves air quality,2025,Mengdi Liu; Mark Buntaine; Sarah E. Anderson; Bing Zhang
10.1257/aer.20221215,https://openalex.org/W4409547856,https://doi.org/10.1108/cfri-09-2024-0582,Impact of online opinions: Do retail investor concerns inhibit corporate green investment intentions?,2025,Hongjie Zhang; Feng He; Taoyuan Wei; Yingming Zhu; Yao Zhang; Lili Yan
10.1257/aer.20221215,https://openalex.org/W4398194624,https://doi.org/10.1016/j.jenvman.2024.121216,The impact of public demands on local environmental governance performance: Evidence from civil environmental complaints placed on leaders at different government levels in China,2024,Tianyu Wei; Ming Chen; Feiran Wang; Shulei Cheng
10.1257/aer.20221215,https://openalex.org/W4402159227,https://doi.org/10.1016/j.chieco.2024.102254,Pollution haven or pollution halo? Testing direct and spillover effects of FDI,2024,Xunyong Xiang; R Liu; Wenjie Luo
10.1257/aer.20221215,https://openalex.org/W4394619986,https://doi.org/10.1016/j.chieco.2024.102168,Information disclosure and public participation in environmental management: Evidence from the river chief system in China,2024,Yazhou Liu; Yunqian Cheng; Tianshu Li; Jinlan Ni; Stephen Norman
10.1257/aer.20221215,https://openalex.org/W4399506177,https://doi.org/10.1016/j.jeem.2024.103029,Poverty or pollution: The environmental cost of E-commerce for poverty reduction in China,2024,Wenqi Duan; Mingming Jiang; Jianhong Qi
10.1257/aer.20221215,https://openalex.org/W4403140445,https://doi.org/10.1016/j.jeem.2024.103066,"Information, incentives, and environmental governance: Evidence from China’s ambient air quality standards",2024,Pei Li; Yi Lu; Peng Lü; Wang Jin
10.1257/aer.20221215,https://openalex.org/W4407830135,https://doi.org/10.1002/eet.2152,Institutional Design of Collaborative Water Governance: The River Chief System in China,2025,Xiaomeng Zhou; Yanliu Lin; Pieter Hooimeijer; Jochen Monstadt
10.1257/aer.20221215,https://openalex.org/W4408220719,https://doi.org/10.3390/su17052270,The Mediating Role of Gender Equality Awareness on the Environmental Willingness to Pay: An Analysis Based on CGSS2021 Data,2025,Jing Ren; Chuntian Lu; Long Niu
10.1257/aer.20221215,https://openalex.org/W4408286980,https://doi.org/10.1016/j.jeem.2025.103150,The political economy of ratchet effect: Evidence from China’s environmental regulation,2025,Guangyu Cao; Xi Weng; Mingwei Xu; Lian Zhou
10.1257/aer.20221215,https://openalex.org/W4400486391,https://doi.org/10.1016/j.jclepro.2024.143118,Resource-Based Transformation and Urban Resilience Promotion: Evidence from Firms’ Carbon Emissions Reductions in China,2024,Shilan Feng; Bingrui Gao; Ya Tan; Kaiyuan Xiao; Yingjia Zhai
10.1257/aer.20221215,https://openalex.org/W4404436599,https://doi.org/10.1016/j.iref.2024.103726,Greening through ESG: Do ESG ratings improve corporate environmental performance in China?,2024,Hua Zhang; Jie Lai
10.1257/aer.20221215,https://openalex.org/W4396780696,https://doi.org/10.1146/annurev-environ-112321-082450,Communication and Deliberation for Environmental Governance,2024,James T. Erbaugh; Charlotte H. Chang; Yuta J. Masuda; Jesse Ribot
10.1257/aer.20221215,https://openalex.org/W4401833525,https://doi.org/10.1016/j.iref.2024.103537,Research on the impact of environmental regulation on enterprise high-quality development,2024,Xue Ru; Fangjie Si; Pengfei Lei
10.1257/aer.20221215,https://openalex.org/W4405833236,https://doi.org/10.1016/j.eneco.2024.108161,Harnessing supply chain digital innovation for enhanced corporate environmental practices and sustainable growth,2024,Ying Liu; Hongyun Huang; William Mbanyele; Xin Li; Tomas Baležentis
10.1257/aer.20221215,https://openalex.org/W4410640684,https://doi.org/10.1016/j.scs.2025.106468,The Double-Edged Effect of Social Media in the Collaborative Governance of PPP Projects from a Value Perception Perspective,2025,Zehui Bu; Jicai Liu; Jiaqi Liu
10.1257/aer.20221215,https://openalex.org/W4403024371,https://doi.org/10.1016/j.ecolecon.2024.108411,The diverse impacts of democracy on greenhouse gas emissions,2024,Yacov Tsur
10.1257/aer.20221215,https://openalex.org/W4403351993,https://doi.org/10.1016/j.worlddev.2024.106802,Traditional clans and environmental governance: Evidence from China,2024,Congming Ding; Zhiyuan Chen; Qiucen Ma
10.1257/aer.20221215,https://openalex.org/W4406792585,https://doi.org/10.1016/j.eiar.2025.107836,Does the regional environmental supervision policy halt pollution? Evidence from the exit of high-pollution enterprises in China,2025,Chuanwang Sun; Zhehong Xu
10.1257/aer.20221215,https://openalex.org/W4411301610,https://doi.org/10.1016/j.eiar.2025.108037,Improving the data quality of CO2 continuous emissions monitoring systems: In the context of China's emissions trading scheme,2025,Yi Song; Xiaohu Luo; Yanqiu Lu; Jingya Qian; Wei Zhang; Liangke Liu; Junling Huang; Xiaolu Zhao; Da Zhang
10.1257/aer.20221215,https://openalex.org/W4401973800,https://doi.org/10.1111/acfi.13327,Environmental information disclosure and corporate financial performance: Evidence from China,2024,Xinyue Fan; Zishen Tang; Yelin Fu; Jiayi Yan
10.1257/aer.20221215,https://openalex.org/W4403312084,https://doi.org/10.1016/j.ribaf.2024.102617,Going green with digital media attention: Evidence from Chinese A-share listed companies’ environmental performance,2024,Xin Liu; Hui Xu
10.1257/aer.20221215,https://openalex.org/W4401820980,https://doi.org/10.1057/s41599-024-03539-8,How does civilization promote happiness? Insights from the Civilized Cities Program in China,2024,Penghu Zhu; Yingying Hu; Ning Zhang
10.1257/aer.20221215,https://openalex.org/W4404420236,https://doi.org/10.1111/1467-8551.12878,Common Institutional Ownership and Corporate Carbon Emissions,2024,Qiang Ji; Lei Lei; Geoffrey Wood; Dayong Zhang
10.1257/aer.20221215,https://openalex.org/W4400653168,https://doi.org/10.1111/ajae.12484,Regulatory decentralization and food safety: evidence from China,2024,Wen Lin; Jiangyuan Liang
10.1257/aer.20221215,https://openalex.org/W4405395443,https://doi.org/10.1016/j.cie.2024.110791,Research on incentive strategies and cost-sharing mechanisms for cross-regional pollution control,2024,Min Song; Yongzeng Lai; Lin Li
10.1257/aer.20221215,https://openalex.org/W4318712165,https://doi.org/10.2139/ssrn.4328692,"Internalizing Externalities: Disclosure Regulation for Hydraulic Fracturing, Drilling Activity and Water Quality",2023,Pietro Bonetti; Christian Leuz; Giovanna Michelon
10.1257/aer.20221215,https://openalex.org/W4409422979,https://doi.org/10.1016/j.eneco.2025.108486,How does environmental disclosure impede regional carbon emissions? Insights from extensive and intensive margins,2025,Zhijiu Yang; Fusuo Zhang; Zhenzhong Zeng; Haijun Xu; Mengxu Li
10.1257/aer.20221215,https://openalex.org/W4409429742,https://doi.org/10.1016/j.chieco.2025.102414,Greening through finance? Based on the dual perspective of external constraints and internal governance,2025,Xiaomeng Zhao; Yinna Chen; Jiaming Wang
10.1257/aer.20221215,https://openalex.org/W4410200627,https://doi.org/10.1016/j.eap.2025.05.015,The Impact of Green Finance Reform on Firms' Patent Quality:An Empirical Study from Chinese Listed Manufacturing Firms,2025,Ge Zhang; Bingnan Guo
10.1257/aer.20221215,https://openalex.org/W4411593122,https://doi.org/10.1016/j.econmod.2025.107200,Public engagement and green innovation: Evidence from China's heavy-polluting enterprises,2025,Haojie Wu; Weihua Qu
10.1257/aer.20221215,https://openalex.org/W4412068536,https://doi.org/10.2139/ssrn.5338471,Digital Monitoring Technology and Air Quality: Evidence from the People’s Republic of China,2025,Pinghan Liang; Yan Lou; Shu Tian
10.1257/aer.20221215,https://openalex.org/W4412951127,https://doi.org/10.1007/s10668-025-06585-7,Mitigating local resistance to environmental projects: a technological compensation approach using evolutionary game theory,2025,Ruijia Yang; Jiansong Tang; Yong Sun
10.1257/aer.20221215,https://openalex.org/W4412993328,https://doi.org/10.2139/ssrn.5379765,The Shapeshifting Hat: Asymmetric Response to Fiscal and Political Incentives of Chinese National Poor Counties,2025,Jianhao Lin; Tingwei Luo; Wenbiao Sha; Jiasong Xie
10.1257/aer.20221215,https://openalex.org/W4413449689,https://doi.org/10.1016/j.jeem.2025.103221,Public environmental complaints and regulatory intensity,2025,Jiaqi Zhang; Robert Elliott; Bing Zhang; Mengdi Liu
10.1257/aer.20221215,https://openalex.org/W4414339962,https://doi.org/10.1016/j.telpol.2025.103069,Synergy or conflict: Can E-government policy mixes drive environmental improvements? Evidence from China's multi-pilot quasi-experiment,2025,Jianxian Wu
10.1257/aer.20221215,https://openalex.org/W4406176389,https://doi.org/10.1080/00036846.2024.2449205,"Environmental regulation, air pollution and household well-being: evidence from China’s key region policy",2025,Jintao Fu
10.1257/aer.20221215,https://openalex.org/W4407255133,https://doi.org/10.2139/ssrn.5064030,Represent you and Awaken you: Regulatory Minority Shareholder and Corporate Environmental Information Disclosure,2025,Maobin Wang; Tao Ye; Teng Zhong
10.1257/aer.20221215,https://openalex.org/W4407344084,https://doi.org/10.21203/rs.3.rs-5962762/v1,Does Social Trust weaken the information rent-seeking of environmental responsibility?,2025,Xiaoyu Chen; Xinyi Lv
10.1257/aer.20221215,https://openalex.org/W4409055146,https://doi.org/10.1016/j.asieco.2025.101924,The Health Effect of the Clean Energy Transition on Middle-aged and Elderly Farmers: Evidence from Clean Heating Program in China,2025,Fanlue Li; Ke He; Run Zhu
10.1257/aer.20221215,https://openalex.org/W4409097193,https://doi.org/10.1016/j.chieco.2025.102402,"Trade-linked pandemic, enforcement gap, and pollution",2025,Huanhuan Wang; Zhiqiang Zhang; Xiaoxue Zhao
10.1257/aer.20221215,https://openalex.org/W4410092666,https://doi.org/10.1080/00036846.2025.2500704,Special economic zones upgrading and carbon emission reduction: firm-level evidence from China,2025,Xinze Li; Jiayin Zhu; Zhirong Zheng; Zuoxiang Zhao
10.1257/aer.20221215,https://openalex.org/W4410613875,https://doi.org/10.1515/ajle-2025-2004,Constraints in the Economic Analysis of Law in China,2025,Xiaoping Wu HKU; John Zhuang Liu HKU
10.1257/aer.20221215,https://openalex.org/W4411136163,https://doi.org/10.1016/j.igd.2025.100253,The impacts of community grants on green innovation,2025,Junming Chen; Jiashun Huang
10.1257/aer.20221215,https://openalex.org/W4411140085,https://doi.org/10.1016/j.sftr.2025.100839,Impact of Public Environmental Participation on Air Pollution Control: A Dual Examination of We-Media Attention and Government Environmental Regulation,2025,Pingping Ma; Ming Zhang; Yan Song
10.1257/aer.20221215,https://openalex.org/W4411183423,https://doi.org/10.3390/su17125352,Can Public Environmental Concern Drive Changes in Residents’ Green Consumption Behavior?,2025,Jing Zhao; Yaya Li; Tian Wu; Wen Jiang
10.1257/aer.20221215,https://openalex.org/W4411224961,https://doi.org/10.1016/j.forpol.2025.103541,Cities that breathe: Quantifying carbon emission reductions through forest city designation,2025,Jianxian Wu
10.1257/aer.20221215,https://openalex.org/W4411598375,https://doi.org/10.2139/ssrn.5314356,The Governance Role of Investor Communications: Evidence from a Field Experiment,2025,Xu Chen; Jing Xie; Bohui Zhang; Xiaofeng Zhao
10.1257/aer.20221215,https://openalex.org/W4411622187,https://doi.org/10.1093/ijlct/ctaf072,Knowledge-driven green cognition: the impact of enterprise innovation in sustainable development performance,2025,Chao Yin; Peibiao Liu
10.1257/aer.20221215,https://openalex.org/W4411660332,https://doi.org/10.1016/j.eap.2025.06.034,Boom from Green: The Potential Policy Effects of China’s National Forest City Construction on Tourism,2025,Bingqian Tu; Ru Yan; Jingqi Dang
10.1257/aer.20221215,https://openalex.org/W4411698123,https://doi.org/10.1080/00036846.2025.2519956,The impact of intelligent manufacturing on industrial pollution: firm-level evidence from China,2025,Wang Wen; Yingxue Sun; Zhichen Huang
10.1257/aer.20221215,https://openalex.org/W4411869301,https://doi.org/10.2139/ssrn.5330994,Selective Accountability: Information-Based Regulations and Environmental Disparities,2025,Yile Jiang; F. T. Wu
10.1257/aer.20221215,https://openalex.org/W4412476253,https://doi.org/10.1177/00208523251352723,e-Government development and environmental performance: Unravelling the dual mediation of regulatory enforcement and citizen participation in China,2025,Dongmei Mu; Xueping Liang; Daifu Yang
10.1257/aer.20221215,https://openalex.org/W4412586074,https://doi.org/10.1002/ise3.70011,Navigating ESG in the Artificial Intelligence Era: Evidence From AI Pilot Zones in China,2025,Yujie Liu; Xilang Shen
